,ID урока,Дата старта урока,Роль пользователя,Текст сообщения,Дата сообщения,Разметка
1242,321816,2024-03-23 12:51:59,user,как она сдавать будет потом,2024-03-23 12:59:58,4
1243,321816,2024-03-23 12:51:59,user,она просто не будет сдавать и все,2024-03-23 13:00:19,6
1244,321816,2024-03-23 12:51:59,user,"я закончил 1 курс, там человека не было, его просто пропустили",2024-03-23 13:00:37,6
1246,321816,2024-03-23 12:51:59,user,"ааааааааа, мне чутка страшно",2024-03-23 13:01:46,6
1248,321816,2024-03-23 12:51:59,user,вы пока музыку расслабляющую тихую послушайте,2024-03-23 13:02:54,9
1251,321816,2024-03-23 12:51:59,user,урок то скоро начнется,2024-03-23 13:03:12,6
1252,321816,2024-03-23 12:51:59,user,а когда начинаем?,2024-03-23 13:03:19,4
1253,321816,2024-03-23 12:51:59,user,когда мы услышим голос преподавателя,2024-03-23 13:03:29,6
1258,321816,2024-03-23 12:51:59,user,некоторым чутка страшно,2024-03-23 13:04:55,6
1259,321816,2024-03-23 12:51:59,user,давайте их успокоим как нибудь,2024-03-23 13:05:01,9
1260,321816,2024-03-23 12:51:59,user,"кстати, как вам мой проект?",2024-03-23 13:05:12,4
1263,321816,2024-03-23 12:51:59,user,ну презентовать страшно,2024-03-23 13:05:14,6
1264,321816,2024-03-23 12:51:59,user,я вас скидывал,2024-03-23 13:05:15,6
1266,321816,2024-03-23 12:51:59,user,микрофон включился,2024-03-23 13:05:41,6
1268,321816,2024-03-23 12:51:59,user,мы с тильдой мало времени вроде провели,2024-03-23 13:07:14,6
1269,321816,2024-03-23 12:51:59,user,основа фигма,2024-03-23 13:07:17,9
1270,321816,2024-03-23 12:51:59,user,а если мне все понравились,2024-03-23 13:08:45,4
1271,321816,2024-03-23 12:51:59,user,дальше просто развивайся в ней,2024-03-23 13:09:27,9
1272,321816,2024-03-23 12:51:59,user,мне страшно,2024-03-23 13:09:45,6
1273,321816,2024-03-23 12:51:59,user,тут главное не боятся кринжевать,2024-03-23 13:09:46,6
1274,321816,2024-03-23 12:51:59,user,мне тоже страшно,2024-03-23 13:09:58,6
1275,321816,2024-03-23 12:51:59,user,"ой не, с родителями еще страшнее",2024-03-23 13:10:02,6
1279,321816,2024-03-23 12:51:59,user,я запомнил где то больше половины,2024-03-23 13:10:50,6
1280,321816,2024-03-23 12:51:59,user,а давайте вместо пожеланий все обнимемся через компьютер,2024-03-23 13:11:03,9
1281,321816,2024-03-23 12:51:59,user,у меня не загружается,2024-03-23 13:12:03,6
1282,321816,2024-03-23 12:51:59,user,давайте лучше доска Miro,2024-03-23 13:12:24,9
1284,321816,2024-03-23 12:51:59,user,лиза микрофон,2024-03-23 13:12:44,6
1288,321816,2024-03-23 12:51:59,user,открылось,2024-03-23 13:13:17,6
1289,321816,2024-03-23 12:51:59,user,а как зайти,2024-03-23 13:13:55,4
1290,321816,2024-03-23 12:51:59,user,я забыл,2024-03-23 13:13:57,6
1291,321816,2024-03-23 12:51:59,user,у меня чет не получается,2024-03-23 13:14:42,6
1292,321816,2024-03-23 12:51:59,user,давайте я напишу,2024-03-23 13:14:49,9
1293,321816,2024-03-23 12:51:59,user,Развивайтесь в своём деле до упора,2024-03-23 13:14:58,9
1294,321816,2024-03-23 12:51:59,user,"Не бойтесь трудностей, пусть трудности тебя бояться",2024-03-23 13:15:20,9
1295,321816,2024-03-23 12:51:59,user,всем желаю успехов даже если у вас что то не получается не сдавайтесь,2024-03-23 13:15:30,9
1299,321816,2024-03-23 12:51:59,user,давайте еще полепим наклейки,2024-03-23 13:16:57,9
1302,321816,2024-03-23 12:51:59,user,можно без камеры,2024-03-23 13:17:15,4
1303,321816,2024-03-23 12:51:59,user,и камеру?,2024-03-23 13:17:24,4
1305,321816,2024-03-23 12:51:59,user,у меня нет камеры,2024-03-23 13:17:24,6
1306,321816,2024-03-23 12:51:59,user,у меня домашнее задание сгрызла собака,2024-03-23 13:18:07,6
1307,321816,2024-03-23 12:51:59,user,это ноут типа?,2024-03-23 13:18:17,4
1309,321816,2024-03-23 12:51:59,user,мы получается гораздо раньше закончим?,2024-03-23 13:19:01,4
1310,321816,2024-03-23 12:51:59,user,а типо про каждый слайд не нужно говорить ?,2024-03-23 13:19:04,4
1311,321816,2024-03-23 12:51:59,user,"давайте, держим кулачки",2024-03-23 13:20:32,9
1312,321816,2024-03-23 12:51:59,user,"знаете, вот я смотрю на ее проект, и чето думаю, что я очень мало сделал по сравнению с ней",2024-03-23 13:24:09,6
1318,321816,2024-03-23 12:51:59,user,у меня там много всего,2024-03-23 13:24:40,6
1320,321816,2024-03-23 12:51:59,user,мне кажется у меня так мало,2024-03-23 13:24:59,6
1323,321816,2024-03-23 12:51:59,user,не  важно кася,2024-03-23 13:25:11,4
1324,321816,2024-03-23 12:51:59,user,у меня очень мало,2024-03-23 13:25:11,6
1325,321816,2024-03-23 12:51:59,user,я потратил на проект часа 3,2024-03-23 13:25:17,4
1326,321816,2024-03-23 12:51:59,user,это нормально или мало?,2024-03-23 13:25:24,4
1327,321816,2024-03-23 12:51:59,user,главное не Сомневайся.,2024-03-23 13:25:39,9
1328,321816,2024-03-23 12:51:59,user,я потратила на это 6 часов и это очень мало что я сделала,2024-03-23 13:25:44,6
1329,321816,2024-03-23 12:51:59,user,я неделю,2024-03-23 13:25:51,4
1330,321816,2024-03-23 12:51:59,user,"как у тебя дела, Аня?)",2024-03-23 13:25:56,4
1331,321816,2024-03-23 12:51:59,user,а я получается после Каусар буду презентовать?,2024-03-23 13:27:09,4
1332,321816,2024-03-23 12:51:59,user,нина и андрей поменялись,2024-03-23 13:28:02,4
1338,321816,2024-03-23 12:51:59,user,"Софья Седова, скажите пожалуйста, мой проект маленький или нормальный?",2024-03-23 13:30:27,4
1339,321816,2024-03-23 12:51:59,user,я просто волнуюсь чутка,2024-03-23 13:30:35,6
1342,321816,2024-03-23 12:51:59,user,как дела Меклис?,2024-03-23 13:31:03,4
1343,321816,2024-03-23 12:51:59,user,у меня только этот вопрос,2024-03-23 13:31:08,4
1344,321816,2024-03-23 12:51:59,user,я?,2024-03-23 13:31:26,4
1345,321816,2024-03-23 12:51:59,user,кася микрофон,2024-03-23 13:31:33,4
1347,321816,2024-03-23 12:51:59,user,когда начинаешь уже не страшно,2024-03-23 13:31:55,9
1350,321816,2024-03-23 12:51:59,user,мне кажется надо было всем дась 2 или 3 недели на проект,2024-03-23 13:39:17,4
1351,321816,2024-03-23 12:51:59,user,я расскажу как я делал,2024-03-23 13:39:32,4
1352,321816,2024-03-23 12:51:59,user,все говорят что времени не хватило,2024-03-23 13:39:35,4
1353,321816,2024-03-23 12:51:59,user,"а я отказался от многово, чтобы сделать проект",2024-03-23 13:40:04,6
1356,321816,2024-03-23 12:51:59,user,"Саня, давай местами поменяемся",2024-03-23 13:41:04,4
1357,321816,2024-03-23 12:51:59,user,не хочешь?,2024-03-23 13:41:15,4
1360,321816,2024-03-23 12:51:59,user,Саня не хочешь поменяться?,2024-03-23 13:41:49,4
1361,321816,2024-03-23 12:51:59,user,арс,2024-03-23 13:41:57,4
1364,321816,2024-03-23 12:51:59,user,пробую запустить,2024-03-23 13:42:22,4
1365,321816,2024-03-23 12:51:59,user,у тебя просто сломарный запас побольше,2024-03-23 13:42:22,4
1368,321816,2024-03-23 12:51:59,user,"Софья Седова, мы поменялись местами с Александром",2024-03-23 13:42:48,4
1369,321816,2024-03-23 12:51:59,user,прям настолько огромный проект?,2024-03-23 13:42:58,6
1370,321816,2024-03-23 12:51:59,user,он большой,2024-03-23 13:43:07,4
1371,321816,2024-03-23 12:51:59,user,это хорошо,2024-03-23 13:43:17,6
1372,321816,2024-03-23 12:51:59,user,я буду радостно смотреть,2024-03-23 13:43:29,4
1373,321816,2024-03-23 12:51:59,user,а так я следующий,2024-03-23 13:43:36,4
1377,321816,2024-03-23 12:51:59,user,да вот,2024-03-23 13:44:16,4
1382,321816,2024-03-23 12:51:59,user,а Андрей с Ниной чтоли поменялся?,2024-03-23 13:46:42,4
1383,321816,2024-03-23 12:51:59,user,"а, тогда щас Андрей",2024-03-23 13:46:53,4
1386,321816,2024-03-23 12:51:59,user,всегда пожалуйста,2024-03-23 13:47:41,4
1388,321816,2024-03-23 12:51:59,user,хаыхаыхва,2024-03-23 13:47:49,4
1390,321816,2024-03-23 12:51:59,user,Александр молодец конечно,2024-03-23 13:47:54,6
1398,321816,2024-03-23 12:51:59,user,я добвалю; 2024-03-23T13:51:37.091Z,2024-03-23 13:51:37,4
1403,321816,2024-03-23 12:51:59,user,подождите,2024-03-23 13:54:00,4
1405,321816,2024-03-23 12:51:59,user,я картинки не добавил,2024-03-23 13:54:04,6
1413,321816,2024-03-23 12:51:59,user,бедняга,2024-03-23 13:56:43,6
1414,321816,2024-03-23 12:51:59,user,"блин, Саня, ну зачем ты вылетел",2024-03-23 13:57:47,4
1423,321816,2024-03-23 12:51:59,user,"Саня, лучший проект. Нас интересно, за сколько времени ты его сделал?",2024-03-23 14:02:11,4
1430,321816,2024-03-23 12:51:59,user,"Саня, это типо видео, но картинка",2024-03-23 14:04:36,4
1431,321816,2024-03-23 12:51:59,user,между этого что то,2024-03-23 14:04:41,6
1434,321816,2024-03-23 12:51:59,user,у меня естбь,2024-03-23 14:06:26,6
1435,321816,2024-03-23 12:51:59,user,за сколько ты сделал проект?,2024-03-23 14:06:31,4
1437,321816,2024-03-23 12:51:59,user,я тоже кстати на бумаге рисовала и идеи записывала,2024-03-23 14:07:33,4
1450,321816,2024-03-23 12:51:59,user,"о, я был в программировании Roblox Studio",2024-03-23 14:12:14,9
1451,321816,2024-03-23 12:51:59,user,хочу записаться на Unity,2024-03-23 14:12:35,9
1455,321816,2024-03-23 12:51:59,user,и в фотошопе,2024-03-23 14:15:03,9
1456,321816,2024-03-23 12:51:59,user,о я в html изучал,2024-03-23 14:15:38,9
1457,321816,2024-03-23 12:51:59,user,а фотошоп платный?,2024-03-23 14:15:46,9
1458,321816,2024-03-23 12:51:59,user,вроде платная версия есть,2024-03-23 14:16:34,9
1468,321816,2024-03-23 12:51:59,user,у меня показывает недоступно,2024-03-23 14:21:10,10
1488,323051,2024-03-03 07:50:37,user,все сделали проект?,2024-03-03 08:00:59,6
1489,323051,2024-03-03 07:50:37,user,ну я вроде сделал,2024-03-03 08:01:06,9
1490,323051,2024-03-03 07:50:37,user,у меня дискорд бот,2024-03-03 08:01:10,9
1491,323051,2024-03-03 07:50:37,user,"у меня тоже вроде,но тянет на 3",2024-03-03 08:01:19,9
1492,323051,2024-03-03 07:50:37,user,сайт,2024-03-03 08:01:25,9
1493,323051,2024-03-03 07:50:37,user,а тут что оценка будет?,2024-03-03 08:01:34,6
1494,323051,2024-03-03 07:50:37,user,у меня такой себе проект,2024-03-03 08:01:37,9
1497,323051,2024-03-03 07:50:37,user,просто сам себя оценил по 5 шкале,2024-03-03 08:01:53,9
1498,323051,2024-03-03 07:50:37,user,там же вроде зачет/ не зачет,2024-03-03 08:01:53,9
1502,323051,2024-03-03 07:50:37,user,я делал его сегдня 4 часа(доделывал),2024-03-03 08:02:22,9
1504,323051,2024-03-03 07:50:37,user,я его за 4 часа написал где то,2024-03-03 08:02:38,9
1505,323051,2024-03-03 07:50:37,user,багов было много,2024-03-03 08:02:43,9
1506,323051,2024-03-03 07:50:37,user,у меня бот на команды по реакциям,2024-03-03 08:02:56,9
1507,323051,2024-03-03 07:50:37,user,у меня там пол ссылок на сайты заблочены),2024-03-03 08:03:13,9
1512,323051,2024-03-03 07:50:37,user,из за чего?,2024-03-03 08:03:33,6
1514,323051,2024-03-03 07:50:37,user,опера не пропускала на сайты,2024-03-03 08:03:44,10
1515,323051,2024-03-03 07:50:37,user,я еле как написал что-то на нем,2024-03-03 08:03:55,10
1516,323051,2024-03-03 07:50:37,user,так через другие браузеры не?,2024-03-03 08:03:57,9
1532,323051,2024-03-03 07:50:37,user,что это,2024-03-03 08:11:37,4
1533,323051,2024-03-03 07:50:37,user,а как(?,2024-03-03 08:13:18,4
1534,323051,2024-03-03 07:50:37,user,куда заходить,2024-03-03 08:13:25,9
1535,323051,2024-03-03 07:50:37,user,на экране,2024-03-03 08:13:30,9
1536,323051,2024-03-03 07:50:37,user,нажимай,2024-03-03 08:13:31,9
1537,323051,2024-03-03 07:50:37,user,так не заходит,2024-03-03 08:13:40,10
1538,323051,2024-03-03 07:50:37,user,на демке,2024-03-03 08:13:50,9
1539,323051,2024-03-03 07:50:37,user,можешь управлять,2024-03-03 08:13:54,9
1541,323051,2024-03-03 07:50:37,user,"чта,да я тупой,пасиб",2024-03-03 08:14:07,6
1542,323051,2024-03-03 07:50:37,user,что*,2024-03-03 08:14:13,4
1546,323051,2024-03-03 07:50:37,user,"а те, кого нет, будут сдавать в след. срок?",2024-03-03 08:27:56,2
1550,323051,2024-03-03 07:50:37,user,микрофон появился,2024-03-03 08:29:11,9
1557,323051,2024-03-03 07:50:37,user,"я не знаю,смогу ли включить микро",2024-03-03 08:30:29,9
1561,323051,2024-03-03 07:50:37,user,Проект хороший,2024-03-03 08:35:55,7
1562,323051,2024-03-03 07:50:37,user,"крутой проект""!",2024-03-03 08:36:00,7
1563,323051,2024-03-03 07:50:37,user,"согласен,крутой прект",2024-03-03 08:36:06,7
1564,323051,2024-03-03 07:50:37,user,проект*,2024-03-03 08:36:09,7
1565,323051,2024-03-03 07:50:37,user,Я бы улучшил GUI-часть,2024-03-03 08:36:09,11
1566,323051,2024-03-03 07:50:37,user,в некоторых местах трудно читаемо,2024-03-03 08:36:44,11
1567,323051,2024-03-03 07:50:37,user,можно border сделать,2024-03-03 08:37:11,11
1568,323051,2024-03-03 07:50:37,user,контур,2024-03-03 08:37:18,11
1569,323051,2024-03-03 07:50:37,user,я видимо не буду сегодня сдавать,2024-03-03 08:37:46,2
1570,323051,2024-03-03 07:50:37,user,техн неполадок много,2024-03-03 08:37:53,10
1571,323051,2024-03-03 07:50:37,user,"микрофон,камера",2024-03-03 08:38:00,9
1572,323051,2024-03-03 07:50:37,user,не работает,2024-03-03 08:38:05,9
1573,323051,2024-03-03 07:50:37,user,пробовал,2024-03-03 08:38:13,9
1574,323051,2024-03-03 07:50:37,user,даже найти не может(,2024-03-03 08:38:38,9
1575,323051,2024-03-03 07:50:37,user,неплохо,2024-03-03 08:41:32,7
1576,323051,2024-03-03 07:50:37,user,хорший,2024-03-03 08:41:36,7
1577,323051,2024-03-03 07:50:37,user,Очень хорошо,2024-03-03 08:41:37,7
1579,323051,2024-03-03 07:50:37,user,не слышно,2024-03-03 08:43:59,9
1580,323051,2024-03-03 07:50:37,user,круто,2024-03-03 08:47:33,7
1581,323051,2024-03-03 07:50:37,user,Очень классный сайт!,2024-03-03 08:47:41,7
1582,323051,2024-03-03 07:50:37,user,https://3bc54df6-38f1-4eb6-bf67-9ea288ddb010-00-2ha7cu5l70rzu.pike.replit.dev/recipe,2024-03-03 08:48:23,11
1584,323051,2024-03-03 07:50:37,user,Крутая идея!,2024-03-03 08:53:32,7
1586,323051,2024-03-03 07:50:37,user,я скорее всего не сейчас сдавать буду,2024-03-03 08:55:25,2
1587,323051,2024-03-03 07:50:37,user,я ошибки заметил,2024-03-03 08:55:34,11
1588,323051,2024-03-03 07:50:37,user,критичны,2024-03-03 08:55:48,11
1589,323051,2024-03-03 07:50:37,user,нету оптимизации,2024-03-03 08:55:53,11
1591,323051,2024-03-03 07:50:37,user,сайт про игры на большое количесвто человек,2024-03-03 08:56:16,9
1592,323051,2024-03-03 07:50:37,user,"а те, кто не пришел, когда сдавать будут?",2024-03-03 08:56:28,2
1593,323051,2024-03-03 07:50:37,user,там все плохо,2024-03-03 08:57:21,7
1594,323051,2024-03-03 07:50:37,user,"но,когда увидел другие",2024-03-03 08:58:27,7
1597,323051,2024-03-03 07:50:37,user,все нормально,2024-03-03 08:58:52,7
1599,323051,2024-03-03 07:50:37,user,всё хорошо будэ,2024-03-03 08:59:07,7
1601,323051,2024-03-03 07:50:37,user,тут есть люди которые скажут про проект что то плохое?,2024-03-03 08:59:18,11
1604,323051,2024-03-03 07:50:37,user,Круто!,2024-03-03 09:02:35,7
1605,323051,2024-03-03 07:50:37,user,нажмите на кнпку,2024-03-03 09:02:50,9
1607,323051,2024-03-03 07:50:37,user,Шрифт побольше бы,2024-03-03 09:04:05,11
1608,323051,2024-03-03 07:50:37,user,можно же потом запись посмотреть,2024-03-03 09:07:17,11
1609,323051,2024-03-03 07:50:37,user,Я кстати на Unity занимаюсь; 2024-03-03T09:09:13.644Z,2024-03-03 09:09:13,9
1614,323051,2024-03-03 07:50:37,user,урааа,2024-03-03 09:18:21,7
1615,323051,2024-03-03 07:50:37,user,урааа победа,2024-03-03 09:18:39,7
1617,323051,2024-03-03 07:50:37,user,2024-03-03T09:20:20.993Z,2024-03-03 09:20:20,11
1618,323051,2024-03-03 07:50:37,user,это когда ты первый раз зашел на сертификат,2024-03-03 09:20:21,11
1619,323051,2024-03-03 07:50:37,user,он тогда и выдался,2024-03-03 09:20:24,11
1620,323051,2024-03-03 07:50:37,user,с той датой,2024-03-03 09:20:26,11
1621,323051,2024-03-03 07:50:37,user,взаимно; 2024-03-03T09:23:41.127Z,2024-03-03 09:23:41,7
1622,323051,2024-03-03 07:50:37,user,До свидания!; 2024-03-03T09:24:46.073Z,2024-03-03 09:24:46,7
1623,323051,2024-03-03 07:50:37,user,До свидания,2024-03-03 09:24:56,7
1626,323051,2024-03-03 07:50:37,user,https://gb.ru/certificates/,,11
1628,331970,2024-03-10 07:50:24,user,Всем здравствуйте,2024-03-10 08:00:24,7
1629,331970,2024-03-10 07:50:24,user,Всё отлично,2024-03-10 08:02:10,7
1630,331970,2024-03-10 07:50:24,user,И печально,2024-03-10 08:02:20,7
1634,331970,2024-03-10 07:50:24,user,"да, у нас все хорошо кроме каналов",2024-03-10 08:04:42,11
1635,331970,2024-03-10 07:50:24,user,каналы вроде написаны правильно но не работают,2024-03-10 08:05:14,11
1638,331970,2024-03-10 07:50:24,user,Иван значит по пунктам делать как в презентации?,2024-03-10 08:07:11,11
1639,331970,2024-03-10 07:50:24,user,v pycharm?,2024-03-10 08:07:16,11
1640,331970,2024-03-10 07:50:24,user,В реплит,2024-03-10 08:07:42,11
1642,331970,2024-03-10 07:50:24,user,Иван значит что нам сейчас делать? По слайдам значит?,2024-03-10 08:10:32,11
1643,331970,2024-03-10 07:50:24,user,пай чарме,2024-03-10 08:11:37,11
1644,331970,2024-03-10 07:50:24,user,не работают каналы,2024-03-10 08:11:45,11
1645,331970,2024-03-10 07:50:24,user,https://discord.gg/pVB2JY4e,2024-03-10 08:11:48,11
1647,331970,2024-03-10 07:50:24,user,только один канал выводится,2024-03-10 08:12:38,11
1648,331970,2024-03-10 07:50:24,user,Иван а что если у меня уже имеется текстовый канал game?,2024-03-10 08:13:16,11
1652,331970,2024-03-10 07:50:24,user,a mojno v pycharm?,2024-03-10 08:15:55,11
1653,331970,2024-03-10 07:50:24,user,Всё понял,2024-03-10 08:16:20,7
1654,331970,2024-03-10 07:50:24,user,Иван а вот все эти слайды это надо новый файл создать в пайчарме или в старом оставить,2024-03-10 08:24:31,11
1655,331970,2024-03-10 07:50:24,user,Просто если в старом то уменя почти всё уже имеется,2024-03-10 08:25:08,11
1656,331970,2024-03-10 07:50:24,user,Так и должно быть,2024-03-10 08:25:35,7
1657,331970,2024-03-10 07:50:24,user,Иван у меня game работает но гиф не работает,2024-03-10 08:28:38,11
1659,331970,2024-03-10 07:50:24,user,мы помучались с вами и он наконец заработал,2024-03-10 08:29:35,11
1663,331970,2024-03-10 07:50:24,user,Я в чате моего канала пишу не работает,2024-03-10 08:31:24,11
1664,331970,2024-03-10 07:50:24,user,Можно ошибку отправить?,2024-03-10 08:31:39,11
1666,331970,2024-03-10 07:50:24,user,"Ignoring exception in on_message
Traceback (most recent call last):
  File ""C:\geek_schooll\pythonProject\venv\lib\site-packages\discord\client.py"", line 343, in _run_event
    await coro(*args, **kwargs)
  File ""C:\geek_schooll\pythonProject\main.py"", line 135, in on_message
    search = message.content.split()[1]
IndexError: list index out of range
Exception ignored in: <function _ProactorBasePipeTransport.__del__ at 0x000001D86D0C0AF0>
Traceback (most recent call last):
  File ""C:\Users\babaj\AppData\Local\Programs\Python\Python39\lib\asyncio\proactor_events.py"", line 116, in __del__
  File ""C:\Users\babaj\AppData\Local\Programs\Python\Python39\lib\asyncio\proactor_events.py"", line 108, in close
  File ""C:\Users\babaj\AppData\Local\Programs\Python\Python39\lib\asyncio\base_events.py"", line 751, in call_soon
  File ""C:\Users\babaj\AppData\Local\Programs\Python\Python39\lib\asyncio\base_events.py"", line 515, in _check_closed
RuntimeError: Event loop is closed

Process finished with exit code 0",2024-03-10 08:32:18,11
1670,331970,2024-03-10 07:50:24,user,нет у нас с текстовым ботом работаем только мы с Сашей,2024-03-10 08:33:00,11
1671,331970,2024-03-10 07:50:24,user,Я так понял в он меседж,2024-03-10 08:33:03,11
1673,331970,2024-03-10 07:50:24,user,gif ne rabotaet,2024-03-10 08:33:32,11
1674,331970,2024-03-10 07:50:24,user,HUWXVxhUZxD7PmB2uxuUBqbXOgBDG05U,2024-03-10 08:38:52,11
1675,331970,2024-03-10 07:50:24,user,"'api_key': '0LpSXW30QdRrm2ufx6J3Mxp5WZ2eU43R',",2024-03-10 08:38:55,11
1676,331970,2024-03-10 07:50:24,user,надо изменить что то я сейчас проверю,2024-03-10 08:41:05,11
1679,331970,2024-03-10 07:50:24,user,2 minuti nazat,2024-03-10 08:42:36,11
1680,331970,2024-03-10 07:50:24,user,ona v 1 prezintaciyi?,2024-03-10 08:43:46,11
1681,331970,2024-03-10 07:50:24,user,это всё в он меседж,2024-03-10 08:46:19,11
1682,331970,2024-03-10 07:50:24,user,только первые 4 строчки,2024-03-10 08:46:38,7
1683,331970,2024-03-10 07:50:24,user,всё хорошо,2024-03-10 08:46:52,7
1684,331970,2024-03-10 07:50:24,user,async def play_game2(channel):   ya tut mesto channel doljen adres chata napisat?,2024-03-10 08:49:09,11
1685,331970,2024-03-10 07:50:24,user,no u mena tam osibka,2024-03-10 08:50:17,11
1686,331970,2024-03-10 07:50:24,user,create parameter or create function ? У меня красным гем2,2024-03-10 08:50:30,11
1687,331970,2024-03-10 07:50:24,user,"я пишу 1,5,6 а Саша остальное. я уже написал, но у меня пока без таблицы и базы данных ничего не работает. жду Сашу",2024-03-10 08:57:54,11
1688,331970,2024-03-10 07:50:24,user,все ок,2024-03-10 08:58:46,7
1691,331970,2024-03-10 07:50:24,user,ya ne dopisal,2024-03-10 09:13:27,11
1692,331970,2024-03-10 07:50:24,user,sleduysiy urok posledniy?,2024-03-10 09:13:53,11
1697,331970,2024-03-10 07:50:24,user,"print ('Приветствуем вас в калькуляторе Python')
q1 = int (input('Введите число 1: '))
q2 = int (input('Введите число 2: '))

v = int (input('Какую операцию вы хотите выполнить? \n 1 Сложение \n 2 Вычитание \n 3 Деление \n 4 Умножение \n'))

if v == 1:
    r = q1 + q2
    p = 'сложения'
    t = p
if v == 2:
    r = q1 - q2
    l = 'вычитания'
    t = l
if v == 3:
    r = float(q1 / q2)
    m = 'деления'
    t = m
if v == 4:
    r = q1 * q2
    n = 'умножения'
    t = n
print ('Результат ',t,' = ',r)",2024-03-10 09:21:18,11
1699,331970,2024-03-10 07:50:24,user,Всё понятно на следующем уроке будет проект,2024-03-10 09:21:51,6
1700,331970,2024-03-10 07:50:24,user,А можно брать старые проекты?,2024-03-10 09:22:11,2
1701,331970,2024-03-10 07:50:24,user,cto mne zdelat?,2024-03-10 09:22:35,4
1702,331970,2024-03-10 07:50:24,user,ya ne uslisal,2024-03-10 09:22:40,4
1704,331970,2024-03-10 07:50:24,user,no on rabotaet,2024-03-10 09:22:58,9
1710,331970,2024-03-10 07:50:24,user,sliskom malo,2024-03-10 09:25:13,4
1713,331970,2024-03-10 07:50:24,user,"у меня не особо получаетс я с базой данных,можем тоо что есть",2024-03-10 09:26:25,9
1715,331970,2024-03-10 07:50:24,user,https://discord.gg/GFyyTx6U,2024-03-10 09:28:03,18
1716,331970,2024-03-10 07:50:24,user,"У меня новый компьютер, и мои старые проекты исчезли. У вас есть проект для меня?",2024-03-10 09:28:58,9
1717,331970,2024-03-10 07:50:24,user,ya moqu calculator pokazat,2024-03-10 09:29:33,11
1719,331970,2024-03-10 07:50:24,user,базу данных пишет сша,2024-03-10 09:31:53,11
1721,331970,2024-03-10 07:50:24,user,саша мне отправил код сейчвс все сделаю; 2024-03-10T09:33:19.223Z,2024-03-10 09:33:19,11
1725,331970,2024-03-10 07:50:24,user,"import sqlite3
conn = sqlite3.connect('./db.sqlite')
cur = conn.cursor()
exp = 45 # Начальное значение опыта для 1-го уровня
all = 0
for lvl in range(101): # Формируем таблицу для 100 уровней
 all += exp+10*lvl # Формула расчета опыта для следующего уровня
 cur.execute(""insert into experience values(?,?)"", (lvl, all)) # заполняем таблицу
conn.commit()
conn.close()

if 6 < len(message.content) < 800:
    executeScript(f""update users set exp = exp + {len(message.content) // 6} where id =
                     {message.author.id}"")",2024-03-10 09:34:23,11
1726,331970,2024-03-10 07:50:24,user,3 стр,2024-03-10 09:34:36,4
1727,331970,2024-03-10 07:50:24,user,так и должно быть?,2024-03-10 09:34:45,4
1728,331970,2024-03-10 07:50:24,user,sqlite3.connect('./db.sqlite'),2024-03-10 09:35:52,11
1729,331970,2024-03-10 07:50:24,user,не юоно подозрительно выглядит,2024-03-10 09:36:30,4
1730,331970,2024-03-10 07:50:24,user,будто перед точкой что то вписать надо,2024-03-10 09:36:58,4
1747,331971,2024-03-17 07:00:38,user,вас не видно,2024-03-17 08:02:44,4
1749,331971,2024-03-17 07:00:38,user,vidno,2024-03-17 08:02:53,4
1750,331971,2024-03-17 07:00:38,user,вмне видно,2024-03-17 08:02:55,4
1751,331971,2024-03-17 07:00:38,user,о видно,2024-03-17 08:02:56,4
1753,331971,2024-03-17 07:00:38,user,у меня вобше тетрис,2024-03-17 08:03:21,11
1754,331971,2024-03-17 07:00:38,user,u menya calculator,2024-03-17 08:03:28,11
1759,331971,2024-03-17 07:00:38,user,А я не первый раз презентую проекты,2024-03-17 08:05:11,6
1767,331971,2024-03-17 07:00:38,user,dla koqo?,2024-03-17 08:07:56,4
1769,331971,2024-03-17 07:00:38,user,o net pisat na ruskom,2024-03-17 08:08:23,4
1770,331971,2024-03-17 07:00:38,user,а если не грузит,2024-03-17 08:08:54,10
1771,331971,2024-03-17 07:00:38,user,Что то не грузит,2024-03-17 08:09:22,10
1772,331971,2024-03-17 07:00:38,user,может потаму что я из рф,2024-03-17 08:09:23,4
1773,331971,2024-03-17 07:00:38,user,kak pisat?,2024-03-17 08:09:32,10
1777,331971,2024-03-17 07:00:38,user,ya napisal,2024-03-17 08:10:46,11
1780,331971,2024-03-17 07:00:38,user,Иван у меня есть проблема. Моя камера находится у клавиатуры поэтому когда я буду печатать или что то открывать мои пальцы будут мешать.,2024-03-17 08:12:07,9
1782,331971,2024-03-17 07:00:38,user,камера обязательно?,2024-03-17 08:12:45,4
1783,331971,2024-03-17 07:00:38,user,koqna nacinaem?,2024-03-17 08:13:17,4
1785,331971,2024-03-17 07:00:38,user,я не буду показывать,2024-03-17 08:14:17,6
1787,331971,2024-03-17 07:00:38,user,ezzzzzzzzzzzzz,2024-03-17 08:16:43,4
1788,331971,2024-03-17 07:00:38,user,no on ne dodelan,2024-03-17 08:16:58,4
1791,331971,2024-03-17 07:00:38,user,tolk ya s novim proekto stoli?,2024-03-17 08:20:54,11
1807,331971,2024-03-17 07:00:38,user,tetris,2024-03-17 08:28:20,11
1812,331971,2024-03-17 07:00:38,user,а сейчас что?,2024-03-17 08:29:07,4
1813,331971,2024-03-17 07:00:38,user,a kak?,2024-03-17 08:30:28,4
